"classes","sdg1_weight","sdg2_weight","sdg3_weight","sdg4_weight","sdg5_weight","sdg6_weight","sdg7_weight","sdg8_weight","sdg9_weight","sdg10_weight","sdg11_weight","sdg12_weight","sdg13_weight","sdg14_weight","sdg15_weight","sdg16_weight","sdg17_weight","total_weight"
"AME-503",NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,1.8
"AME-505",NA,NA,NA,NA,NA,NA,NA,0.88,14.51,NA,NA,NA,NA,NA,NA,NA,NA,15.39
"AME-511",NA,NA,NA,NA,NA,0.34,0.83,NA,0.48,NA,0.41,NA,0.56,NA,NA,NA,NA,2.62
"AME-513",NA,NA,NA,NA,NA,0.6,NA,NA,0.28,NA,NA,0.36,0.8,NA,NA,NA,NA,2.04
"AME-514",NA,NA,NA,NA,NA,1.21,NA,0.33,0.63,NA,NA,0.79,1.92,0.68,1.62,NA,NA,7.18
"AME-515",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"AME-521",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,2.33,NA,3.71
"AME-522",NA,NA,NA,NA,NA,NA,NA,0.33,0.62,NA,NA,NA,0.26,NA,NA,NA,NA,1.21
"AME-524",NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,1.11
"AME-525",NA,NA,NA,NA,NA,0.6,NA,NA,0.76,NA,NA,NA,NA,0.39,NA,NA,NA,1.75
"AME-526",NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,0.76
"AME-527",NA,NA,NA,NA,NA,0.34,10,0.59,2.63,NA,NA,NA,2.17,NA,NA,NA,1,16.73
"AME-529",NA,NA,NA,NA,NA,NA,6.93,NA,0.48,NA,NA,NA,1.79,NA,NA,NA,NA,9.2
"AME-530A",NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,0.41,NA,NA,NA,NA,NA,NA,1.03
"AME-532A",NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"AME-533",NA,NA,NA,NA,NA,NA,NA,0.43,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.53
"AME-535A",NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0.55
"AME-541",NA,NA,NA,NA,NA,NA,NA,0.33,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.43
"AME-544",NA,NA,NA,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,3.53
"AME-546",NA,NA,NA,NA,NA,NA,NA,0.88,13.19,NA,NA,NA,NA,NA,NA,NA,NA,14.07
"AME-547",NA,NA,NA,NA,NA,NA,NA,0.88,13.22,NA,NA,NA,NA,NA,NA,NA,NA,14.1
"AME-552",NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.1
"AME-577",NA,1.36,NA,NA,NA,0.47,52.4,4.3,3.73,0.44,NA,10.24,14.66,0.39,2.84,NA,NA,90.83
"AME-578",NA,0.79,NA,NA,NA,0.47,32.21,2.01,1.32,NA,NA,5.1,8.22,0.39,2.22,NA,NA,52.73
"AME-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"AME-626",0.22,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"AMED-502",NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,1.29
"AMED-524",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"AMED-750A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AMED-750B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AMED-750C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AMST-101",4.66,NA,NA,NA,11.09,NA,NA,4.6,0.28,6.46,2.37,NA,NA,NA,NA,1.33,NA,30.79
"AMST-135",1.84,NA,NA,NA,NA,NA,NA,4.6,0.28,0.44,1.37,NA,NA,NA,NA,NA,NA,8.53
"AMST-140",NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.65,NA,0.26,NA,NA,NA,NA,1.24
"AMST-150",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"AMST-200",NA,NA,NA,NA,0.53,NA,NA,NA,0.35,1.15,NA,NA,NA,NA,NA,NA,NA,2.03
"AMST-204",NA,0.14,NA,0.47,NA,NA,NA,NA,NA,0.27,0.65,NA,NA,NA,0.14,NA,NA,1.67
"AMST-205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,0.49
"AMST-206",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,1.14,NA,0.39,NA,NA,1.33,NA,3.31
"AMST-220",1.35,NA,NA,0.33,9.97,NA,NA,NA,NA,10.1,2.1,NA,NA,NA,NA,NA,NA,23.85
"AMST-250",0.36,NA,NA,NA,NA,NA,NA,1.64,NA,0.53,0.57,NA,NA,NA,NA,1.03,NA,4.13
"AMST-252",1.35,NA,NA,NA,4.47,NA,NA,2.57,NA,4.3,NA,NA,NA,NA,NA,5.36,NA,18.05
"AMST-274",NA,NA,NA,NA,0.53,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,1.15
"AMST-285",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,1.71,NA,NA,NA,NA,NA,NA,1.99
"AMST-301",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,1.03,1,3.58
"AMST-332",0.94,NA,NA,NA,0.59,NA,0.79,4.6,0.28,1.06,0.65,NA,NA,NA,NA,2.98,NA,11.89
"AMST-340",2.42,NA,NA,NA,NA,NA,NA,6.32,0.28,1.76,0.65,NA,NA,NA,NA,NA,NA,11.43
"AMST-343",0.71,1.32,NA,NA,NA,NA,NA,NA,NA,0.59,1.79,NA,NA,NA,NA,NA,NA,4.41
"AMST-345",NA,0.14,NA,NA,NA,NA,NA,NA,NA,0.18,0.72,NA,NA,NA,0.14,NA,NA,1.18
"AMST-350",2.6,NA,NA,NA,11.03,NA,NA,NA,0.35,5.08,NA,NA,NA,NA,NA,NA,2,21.06
"AMST-357",0.9,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,1.03,NA,3.08
"AMST-373",0.22,NA,NA,NA,1.17,NA,NA,NA,NA,10.51,1.22,NA,NA,NA,NA,NA,NA,13.12
"AMST-392",NA,NA,NA,1.33,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,3,4.99
"AMST-440",0.45,NA,NA,NA,12.52,NA,NA,NA,NA,2.12,1.06,NA,NA,NA,NA,0.79,NA,16.94
"AMST-448",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,0.44,NA,NA,NA,NA,NA,NA,1,2.45
"AMST-449",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,1,2.01
"AMST-452",0.45,NA,NA,3.29,16.83,NA,NA,2.9,NA,2.83,NA,NA,NA,NA,NA,5.24,NA,31.54
"AMST-510",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,0.44,NA,NA,NA,NA,NA,NA,1,2.45
"AMST-552",0.62,NA,NA,NA,4.45,NA,NA,NA,NA,4.3,0.72,NA,NA,NA,NA,3.07,1,14.16
"AMST-570",0.28,NA,NA,0.6,NA,NA,NA,NA,NA,NA,3.48,NA,NA,NA,NA,NA,1,5.36
"AMST-585",NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,2.16
"AMST-593",NA,NA,NA,0.47,0.53,NA,NA,1.98,0.42,1.06,NA,NA,NA,NA,NA,NA,2,6.46
"AMST-660",NA,NA,NA,NA,0.53,NA,NA,NA,0.83,0.62,NA,NA,NA,NA,NA,NA,2,3.98
"ANAT-521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANAT-701",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,2,2.35
"ANST-501",NA,NA,1.99,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,2.34
"ANST-502",NA,NA,NA,NA,NA,NA,NA,1.39,0.28,0.44,NA,NA,NA,NA,NA,NA,1,3.11
"ANST-503",NA,NA,1.62,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2.59
"ANST-504",NA,NA,2.89,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,1,4.24
"ANST-506",NA,NA,NA,0.07,NA,0.13,NA,1.39,0.35,0.44,0.17,0.21,NA,NA,NA,NA,NA,2.76
"ANST-508",NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.07
"ANST-513",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"ANST-600",0.9,NA,NA,0.67,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,2.13
"ANST-601",NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,0.72,NA,NA,0.57,NA,NA,1.7
"ANST-602",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"ANST-603",0.37,NA,2.17,NA,NA,NA,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,3.86
"ANST-604",1.93,NA,NA,NA,0.29,NA,NA,0.59,0.56,6.71,NA,0.07,NA,NA,NA,0.59,1,11.74
"ANST-605",1.63,NA,NA,NA,NA,NA,NA,0.33,0.28,0.88,0.11,NA,NA,NA,NA,0.11,NA,3.34
"ANST-611",NA,NA,NA,0.6,NA,NA,NA,0.33,1.53,NA,NA,NA,NA,NA,NA,0.59,NA,3.05
"ANST-614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANST-615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANST-616",NA,NA,0.63,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.98
"ANST-620A",NA,NA,NA,0.47,NA,0.13,NA,NA,NA,NA,0.17,0.21,NA,NA,NA,NA,NA,0.98
"ANST-620B",NA,NA,NA,0.47,NA,0.13,NA,NA,NA,NA,0.17,0.21,NA,NA,NA,NA,NA,0.98
"ANST-691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"ANST-694A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"ANTH-101",NA,NA,0.84,NA,NA,NA,NA,NA,0.97,NA,0.65,NA,NA,NA,NA,NA,NA,2.46
"ANTH-140",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.49,NA,NA,NA,0.43,NA,NA,1.2
"ANTH-201",1.84,0.59,NA,0.2,0.35,NA,NA,4.76,0.28,0.44,0.49,NA,NA,NA,NA,1.52,NA,10.47
"ANTH-202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,0.9
"ANTH-205",0.9,NA,NA,NA,NA,NA,NA,0.33,0.48,0.53,0.65,0.5,0.26,NA,NA,NA,1,4.65
"ANTH-250",0.45,NA,NA,NA,12.63,NA,NA,NA,NA,2.48,3.64,NA,NA,NA,NA,4.45,NA,23.65
"ANTH-263",0.9,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.49,NA,NA,NA,NA,NA,NA,1.74
"ANTH-301",NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.65,NA,0.26,NA,NA,NA,1,2.24
"ANTH-305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0.65
"ANTH-314",NA,NA,NA,0.13,NA,NA,NA,NA,0.14,NA,0.82,0.14,NA,NA,0.43,NA,1,2.66
"ANTH-315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0.65
"ANTH-316",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.27,NA,NA,NA,NA,0.11,NA,0.47
"ANTH-325",NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,0.26,NA,NA,NA,2,2.59
"ANTH-333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,1,1.49
"ANTH-338",0.13,1.32,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,NA,NA,1,3.66
"ANTH-360",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,1.39
"ANTH-370",0.22,NA,NA,NA,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,4.15
"ANTH-371",0.28,NA,NA,0.6,0.35,NA,NA,0.16,NA,NA,2.27,NA,NA,NA,NA,NA,1,4.66
"ANTH-372",0.9,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"ANTH-373",NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,1.08
"ANTH-409",NA,0.14,NA,0.4,NA,NA,NA,NA,NA,0.18,0.49,NA,NA,NA,0.14,NA,NA,1.35
"ANTH-410A",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,4,5.01
"ANTH-410B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"ANTH-415",NA,NA,NA,NA,NA,NA,NA,0.33,0.28,NA,NA,NA,0.26,NA,NA,NA,4,4.87
"ANTH-440",0.13,NA,NA,NA,NA,NA,NA,NA,0.35,NA,1.06,NA,NA,NA,NA,NA,1,2.54
"ANTH-472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"ANTH-485",NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,0.26,NA,NA,NA,2,2.59
"ANTH-502",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"ANTH-562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANTH-575",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.57,0.14,NA,NA,0.57,NA,1,2.56
"ANTH-576",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"ANTH-577",NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,1,2.73
"ANTH-602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,0.49
"ARAB-122",NA,NA,NA,NA,NA,NA,NA,1.98,0.7,0.44,0.65,NA,NA,NA,NA,NA,2,5.77
"ARAB-152",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"ARAB-222",NA,NA,NA,NA,NA,NA,NA,1.98,0.7,0.44,NA,NA,NA,NA,NA,NA,2,5.12
"ARAB-252",NA,NA,NA,NA,NA,NA,NA,1.98,0.7,0.44,NA,NA,NA,NA,NA,NA,2,5.12
"ARCH-102A",NA,NA,NA,NA,NA,NA,NA,0.59,1.95,NA,0.41,NA,NA,NA,NA,NA,1,3.95
"ARCH-102B",NA,NA,NA,NA,NA,NA,NA,0.59,1.95,NA,0.41,NA,NA,NA,NA,NA,1,3.95
"ARCH-105",NA,NA,NA,NA,NA,NA,NA,0.41,1.18,NA,NA,0.72,NA,NA,0.57,NA,NA,2.88
"ARCH-106",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"ARCH-114",1.18,NA,NA,0.33,NA,NA,NA,0.41,NA,NA,2.35,0.72,NA,NA,1.14,NA,NA,6.13
"ARCH-202A",0.28,NA,NA,0.07,NA,NA,NA,0.59,1.6,NA,2.03,NA,NA,NA,NA,NA,1,5.57
"ARCH-202B",0.28,NA,NA,0.07,NA,NA,NA,0.59,1.6,NA,2.03,NA,NA,NA,NA,NA,1,5.57
"ARCH-203",NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,0.72,NA,NA,0.57,NA,1,2.7
"ARCH-205A",NA,NA,NA,0.4,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"ARCH-205B",NA,NA,NA,0.4,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"ARCH-207",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"ARCH-211",NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,0.5,NA,NA,NA,NA,NA,2.23
"ARCH-213A",NA,NA,NA,NA,NA,NA,NA,NA,3.31,NA,0.61,0.5,NA,NA,NA,NA,NA,4.42
"ARCH-213B",NA,NA,NA,NA,NA,NA,2.21,NA,1.93,NA,1.02,NA,NA,NA,NA,NA,NA,5.16
"ARCH-214A",0.9,NA,NA,NA,0.35,NA,NA,NA,0.42,0.44,1.63,NA,NA,NA,NA,1.52,NA,5.26
"ARCH-214B",0.9,NA,NA,NA,0.35,NA,NA,NA,0.42,0.44,1.63,NA,NA,NA,NA,1.52,NA,5.26
"ARCH-215",NA,NA,NA,NA,NA,NA,9.33,0.41,1.8,NA,NA,0.72,1.08,NA,0.57,NA,NA,13.91
"ARCH-220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"ARCH-302A",0.4,NA,NA,NA,NA,NA,NA,0.57,0.83,NA,1.23,NA,NA,NA,NA,NA,NA,3.03
"ARCH-302B",0.4,NA,NA,NA,NA,NA,NA,0.57,0.83,NA,1.23,NA,NA,NA,NA,NA,NA,3.03
"ARCH-303",0.28,NA,NA,NA,NA,NA,NA,0.59,1.95,NA,1.62,NA,NA,NA,NA,NA,1,5.44
"ARCH-304",0.9,NA,NA,NA,NA,NA,NA,1.72,NA,0.44,0.72,NA,0.26,NA,NA,NA,NA,4.04
"ARCH-305A",NA,NA,NA,0.4,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,2.33
"ARCH-305B",NA,NA,NA,0.4,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,2.33
"ARCH-307",NA,0.57,NA,NA,NA,NA,0.99,0.41,5.12,NA,NA,5.28,1.02,NA,0.62,NA,NA,14.01
"ARCH-313",NA,NA,NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA,2.21
"ARCH-314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,0.98
"ARCH-315",NA,NA,NA,NA,NA,NA,NA,0.41,1.18,NA,NA,0.72,NA,NA,0.57,NA,NA,2.88
"ARCH-316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,1,1.49
"ARCH-370",NA,NA,NA,0.13,NA,NA,NA,1.14,0.35,NA,0.41,0.07,NA,NA,NA,NA,NA,2.1
"ARCH-402A",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,0.41,NA,NA,NA,NA,NA,NA,1.59
"ARCH-402B",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,0.41,NA,NA,NA,NA,NA,NA,1.59
"ARCH-403",0.33,0.36,NA,0.4,NA,NA,NA,0.9,1.94,NA,2.61,0.71,NA,0.32,1.83,0.11,NA,9.51
"ARCH-404",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,1.78,NA,NA,NA,NA,NA,NA,2.06
"ARCH-405B",NA,NA,NA,0.4,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,1.85
"ARCH-406",NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.57,NA,0.26,NA,NA,NA,1,2.16
"ARCH-407",NA,NA,NA,NA,NA,NA,NA,0.43,2.29,NA,NA,0.07,NA,NA,NA,NA,NA,2.79
"ARCH-409",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,0.41,NA,NA,NA,NA,NA,NA,1.24
"ARCH-410",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,0.41,NA,NA,NA,NA,NA,NA,1.24
"ARCH-411",NA,NA,NA,NA,NA,NA,NA,0.43,3.74,NA,0.41,NA,NA,NA,NA,NA,NA,4.58
"ARCH-414",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,0.57,NA,NA,NA,NA,NA,NA,2.4
"ARCH-418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,0.14,NA,NA,0.28
"ARCH-420",NA,NA,NA,NA,NA,NA,NA,NA,5.72,NA,NA,0.43,NA,NA,NA,NA,1,7.15
"ARCH-421",NA,NA,NA,NA,NA,NA,NA,0.74,0.9,NA,0.41,0.72,NA,NA,0.57,NA,NA,3.34
"ARCH-422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,0.41
"ARCH-423",NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"ARCH-424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ARCH-425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ARCH-426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ARCH-432",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,0.6,NA,NA,NA,NA,0.11,NA,1.54
"ARCH-439",NA,0.21,NA,NA,NA,0.07,NA,NA,NA,NA,0.57,0.14,NA,NA,0.29,NA,NA,1.28
"ARCH-442",0.45,NA,NA,0.47,17.43,NA,NA,NA,NA,2.12,2.94,NA,NA,NA,NA,NA,NA,23.41
"ARCH-444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,0.41
"ARCH-447",0.28,0.64,NA,0.4,NA,0.07,NA,1.23,0.83,NA,1.78,2.15,0.57,0.45,3.01,NA,NA,11.41
"ARCH-454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ARCH-470A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,3,3.41
"ARCH-470B",NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,0.41,NA,NA,NA,NA,NA,3,3.83
"ARCH-481",NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25
"ARCH-500A",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,0.41,NA,NA,NA,NA,NA,NA,1.59
"ARCH-501",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,5,6.01
"ARCH-502A",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,0.41,NA,NA,NA,NA,NA,1,2.24
"ARCH-505A",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,0.41,NA,NA,NA,NA,NA,NA,1.59
"ARCH-505B",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,0.41,NA,NA,NA,NA,NA,NA,1.59
"ARCH-507",NA,NA,NA,NA,NA,NA,NA,NA,2.64,NA,0.41,NA,NA,NA,NA,NA,NA,3.05
"ARCH-511",NA,NA,NA,NA,NA,NA,NA,1.16,8.05,NA,0.41,0.93,NA,NA,NA,NA,2,12.55
"ARCH-512",NA,NA,NA,0.4,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,4.3
"ARCH-513",NA,NA,NA,NA,NA,NA,NA,0.59,2.7,NA,NA,NA,NA,NA,NA,NA,2,5.29
"ARCH-514A",0.9,NA,NA,NA,0.35,NA,NA,0.33,0.42,0.44,1.94,NA,0.26,NA,NA,1.52,NA,6.16
"ARCH-514B",0.9,NA,NA,NA,0.35,NA,NA,0.33,0.42,0.44,1.94,NA,0.26,NA,NA,1.52,NA,6.16
"ARCH-515",NA,NA,NA,NA,NA,0.47,9.71,1.68,2.22,NA,NA,3.03,3.24,0.39,1.79,NA,1,23.53
"ARCH-517",NA,NA,NA,0.4,NA,NA,7.46,0.66,3.81,NA,NA,2.89,2.94,NA,0.36,NA,NA,18.52
"ARCH-518",NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,1,2.8
"ARCH-519",0.28,0.21,NA,NA,NA,0.07,0.53,1.07,2.94,NA,1.78,5.61,1.79,NA,1.36,NA,NA,15.64
"ARCH-520",0.76,NA,NA,0.33,NA,NA,NA,0.9,0.83,0.88,1.71,NA,NA,NA,NA,NA,NA,5.41
"ARCH-523A",NA,NA,NA,NA,NA,NA,2.21,NA,2.41,NA,0.61,0.5,NA,NA,NA,NA,NA,5.73
"ARCH-523B",NA,NA,NA,NA,NA,NA,2.21,NA,2.41,NA,0.61,0.5,NA,NA,NA,NA,NA,5.73
"ARCH-524",NA,NA,NA,NA,NA,NA,NA,0.33,0.55,NA,NA,NA,NA,NA,NA,NA,1,1.88
"ARCH-525",NA,NA,NA,NA,NA,NA,NA,0.33,1.25,NA,NA,NA,NA,NA,NA,NA,1,2.58
"ARCH-526",0.94,NA,NA,NA,NA,NA,NA,4.93,1.53,NA,NA,NA,NA,NA,NA,NA,1,8.4
"ARCH-527",0.68,NA,NA,NA,NA,NA,NA,1.65,0.42,NA,2.44,NA,NA,NA,NA,NA,1,6.19
"ARCH-530",NA,0.21,NA,NA,NA,0.07,NA,NA,NA,NA,0.16,0.14,NA,NA,0.29,NA,NA,0.87
"ARCH-531",NA,0.21,NA,NA,NA,0.07,NA,NA,NA,NA,0.16,0.28,NA,NA,0.43,NA,NA,1.15
"ARCH-534",NA,0.21,NA,NA,NA,6.67,NA,NA,2.36,NA,0.57,2.35,NA,NA,0.29,NA,NA,12.45
"ARCH-535",NA,1.14,NA,NA,NA,0.07,NA,1.48,7.15,NA,1.06,1.43,0.83,0.45,2.44,NA,NA,16.05
"ARCH-537",0.28,0.65,NA,0.13,NA,0.47,0.38,2.42,1.6,0.09,2.11,3.74,2.54,1.41,7.21,NA,NA,23.03
"ARCH-538",0.28,1.08,NA,NA,NA,NA,NA,1.56,1.8,NA,2.27,2,0.57,1.47,7.43,NA,NA,18.46
"ARCH-539",0.28,0.5,NA,0.13,NA,0.07,NA,0.59,1.25,NA,1.78,1.06,NA,NA,1.07,NA,3,9.73
"ARCH-540",NA,0.21,NA,NA,NA,0.07,NA,1.39,NA,0.44,0.16,0.14,NA,NA,0.29,NA,1,3.7
